lot_id,horseId,salesId,lot_number,book_number,sex,horse_name,sire_name,sale_company,sale_year,day_number,session_median_price,sire_sold_count_36m,sire_total_offered_36m,sire_clearance_rate_36m,sire_median_price_36m,sire_sold_count_12m,sire_total_offered_12m,sire_clearance_rate_12m,sire_median_price_12m,sire_momentum,sire_sample_flag_36m,dam_progeny_sold_count,dam_progeny_total_offered_count,dam_progeny_median_price,dam_first_foal_flag,vendor_sold_count_36m,vendor_total_offered_36m,vendor_clearance_rate_36m,vendor_median_price_36m,vendor_volume_bucket,vendor_first_seen_flag
540634,1781882,2095,583,2,Filly,NZBKB226-583,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,0,0,NULL,1,46,58,79.3,97500.00,high,0
540635,1781883,2095,584,2,Colt,NZBKB226-584,Pride Of Dubai,New Zealand Bloodstock,2026,1,27500.00,6,6,100.0,105000.00,0,0,NULL,NULL,NULL,1,2,2,62500.00,0,52,59,88.1,140000.00,high,0
540636,1781884,2095,585,2,Colt,NZBKB226-585,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,2,2,55000.00,0,33,34,97.1,80000.00,mid,0
540637,1782113,2095,586,2,Colt,NZBKB226-586,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540638,1781885,2095,587,2,Colt,NZBKB226-587,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,2,3,35000.00,0,66,71,93.0,90000.00,high,0
540639,1781886,2095,588,2,Colt,NZBKB226-588,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,1,2,100000.00,0,49,58,84.5,55000.00,high,0
540640,1782116,2095,589,2,Filly,NZBKB226-589,Armory,New Zealand Bloodstock,2026,1,27500.00,23,30,76.7,27500.00,15,21,71.4,11500.00,-16000.00,0,4,4,100000.00,0,33,34,97.1,150000.00,mid,0
540641,1781887,2095,590,2,Colt,NZBKB226-590,King's Legacy,New Zealand Bloodstock,2026,1,27500.00,16,18,88.9,87500.00,1,1,100.0,50000.00,-37500.00,0,0,0,NULL,1,105,126,83.3,70000.00,high,0
540642,1781888,2095,591,2,Filly,NZBKB226-591,Contributer,New Zealand Bloodstock,2026,1,27500.00,65,74,87.8,75000.00,3,3,100.0,42500.00,-32500.00,0,1,1,200000.00,0,65,78,83.3,50000.00,high,0
540643,1751793,2095,592,2,Colt,INGS25-186,Trapeze Artist,New Zealand Bloodstock,2026,1,27500.00,5,6,83.3,120000.00,0,0,NULL,NULL,NULL,1,0,0,NULL,1,33,34,97.1,80000.00,mid,0
540644,1781889,2095,593,2,Filly,NZBKB226-593,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,4,5,42500.00,0,0,0,NULL,NULL,new,1
540645,1781890,2095,594,2,Filly,NZBKB226-594,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,1,1,65000.00,0,0,0,NULL,NULL,new,1
540646,1781891,2095,595,2,Colt,NZBKB226-595,Ace High,New Zealand Bloodstock,2026,1,27500.00,53,64,82.8,35000.00,12,18,66.7,20000.00,-15000.00,0,0,0,NULL,1,16,16,100.0,150000.00,mid,0
540647,1781892,2095,596,2,Filly,NZBKB226-596,Dundeel,New Zealand Bloodstock,2026,1,27500.00,22,24,91.7,140000.00,0,0,NULL,NULL,NULL,0,1,1,95000.00,0,0,0,NULL,NULL,new,1
540648,1752535,2095,597,2,Colt,INAUW25-58,Brutal,New Zealand Bloodstock,2026,1,27500.00,5,6,83.3,24000.00,2,2,100.0,16000.00,-8000.00,1,0,0,NULL,1,14,14,100.0,65000.00,mid,0
540649,1782117,2095,598,2,Colt,NZBKB226-598,Armory,New Zealand Bloodstock,2026,1,27500.00,23,30,76.7,27500.00,15,21,71.4,11500.00,-16000.00,0,2,2,105000.00,0,0,0,NULL,NULL,new,1
540650,1781893,2095,599,2,Colt,NZBKB226-599,Divine Prophet,New Zealand Bloodstock,2026,1,27500.00,1,1,100.0,3000.00,0,0,NULL,NULL,NULL,1,0,0,NULL,1,33,39,84.6,45000.00,mid,0
540651,1781894,2095,600,2,Colt,NZBKB226-600,North Pacific,New Zealand Bloodstock,2026,1,27500.00,5,6,83.3,80000.00,0,0,NULL,NULL,NULL,1,0,0,NULL,1,200,230,87.0,45000.00,high,0
540652,1781895,2095,601,2,Filly,NZBKB226-601,Embellish,New Zealand Bloodstock,2026,1,27500.00,44,52,84.6,21000.00,8,12,66.7,11000.00,-10000.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540653,1781896,2095,602,2,Colt,NZBKB226-602,Contributer,New Zealand Bloodstock,2026,1,27500.00,65,74,87.8,75000.00,3,3,100.0,42500.00,-32500.00,0,2,2,125000.00,0,66,71,93.0,90000.00,high,0
540654,1781897,2095,603,2,Filly,NZBKB226-603,Tarzino,New Zealand Bloodstock,2026,1,27500.00,65,77,84.4,45000.00,29,32,90.6,16000.00,-29000.00,0,0,0,NULL,1,200,230,87.0,45000.00,high,0
540655,1781898,2095,604,2,Colt,NZBKB226-604,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,1,1,180000.00,0,14,14,100.0,240000.00,mid,0
540656,1781899,2095,605,2,Filly,NZBKB226-605,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,1,2,65000.00,0,0,0,NULL,NULL,new,1
540657,1781900,2095,606,2,Filly,NZBKB226-606,Star Turn,New Zealand Bloodstock,2026,1,27500.00,12,12,100.0,180000.00,0,0,NULL,NULL,NULL,0,0,0,NULL,1,200,230,87.0,45000.00,high,0
540658,1781901,2095,607,2,Filly,NZBKB226-607,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,2,2,215000.00,0,0,0,NULL,NULL,new,1
540659,1752550,2095,608,2,Filly,INAUW25-74,Pierro,New Zealand Bloodstock,2026,1,27500.00,14,17,82.4,145000.00,0,0,NULL,NULL,NULL,0,0,0,NULL,1,52,62,83.9,115000.00,high,0
540660,1751810,2095,609,2,Colt,INGS25-203,King's Legacy,New Zealand Bloodstock,2026,1,27500.00,16,18,88.9,87500.00,1,1,100.0,50000.00,-37500.00,0,0,0,NULL,1,33,38,86.8,37500.00,mid,0
540661,1781902,2095,610,2,Filly,NZBKB226-610,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,1,1,5000.00,0,37,43,86.0,28000.00,mid,0
540662,1781903,2095,611,2,Colt,NZBKB226-611,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,0,0,NULL,1,105,126,83.3,70000.00,high,0
540663,1781904,2095,612,2,Filly,NZBKB226-612,U S Navy Flag,New Zealand Bloodstock,2026,1,27500.00,44,52,84.6,70000.00,5,6,83.3,14000.00,-56000.00,0,1,1,90000.00,0,30,36,83.3,80000.00,mid,0
540664,1781905,2095,613,2,Colt,NZBKB226-613,Divine Prophet,New Zealand Bloodstock,2026,1,27500.00,1,1,100.0,3000.00,0,0,NULL,NULL,NULL,1,2,2,75000.00,0,65,78,83.3,50000.00,high,0
540665,1781906,2095,614,2,Filly,NZBKB226-614,Hello Youmzain,New Zealand Bloodstock,2026,1,27500.00,94,107,87.9,87500.00,12,14,85.7,15000.00,-72500.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540666,1781907,2095,615,2,Colt,NZBKB226-615,Almanzor,New Zealand Bloodstock,2026,1,27500.00,148,161,91.9,100000.00,4,6,66.7,14250.00,-85750.00,0,2,2,100000.00,0,147,159,92.5,60000.00,high,0
540667,1781908,2095,616,2,Filly,NZBKB226-616,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,0,0,NULL,1,105,126,83.3,70000.00,high,0
540668,1781909,2095,617,2,Colt,NZBKB226-617,Super Seth,New Zealand Bloodstock,2026,1,27500.00,109,116,94.0,100000.00,2,2,100.0,15625.00,-84375.00,0,2,2,102500.00,0,0,0,NULL,NULL,new,1
540669,1781910,2095,618,2,Colt,NZBKB226-618,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,1,1,105000.00,0,0,0,NULL,NULL,new,1
540670,1781911,2095,619,2,Filly,NZBKB226-619,Super Seth,New Zealand Bloodstock,2026,1,27500.00,109,116,94.0,100000.00,2,2,100.0,15625.00,-84375.00,0,0,1,NULL,1,34,37,91.9,80000.00,mid,0
540671,1781912,2095,620,2,Colt,NZBKB226-620,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,0,0,NULL,1,16,16,100.0,150000.00,mid,0
540672,1781913,2095,621,2,Colt,NZBKB226-621,Cosmic Force,New Zealand Bloodstock,2026,1,27500.00,10,10,100.0,105000.00,0,0,NULL,NULL,NULL,0,0,0,NULL,1,14,14,100.0,65000.00,mid,0
540673,1781914,2095,622,2,Filly,NZBKB226-622,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,2,2,80500.00,0,49,58,84.5,55000.00,high,0
540674,1781915,2095,623,2,Filly,NZBKB226-623,Proisir,New Zealand Bloodstock,2026,1,27500.00,140,155,90.3,127500.00,7,11,63.6,37500.00,-90000.00,0,1,1,30000.00,0,105,126,83.3,70000.00,high,0
540675,1781917,2095,624,2,Filly,NZBKB226-624,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,1,1,190000.00,0,66,71,93.0,90000.00,high,0
540676,1781918,2095,625,2,Colt,NZBKB226-625,Shocking,New Zealand Bloodstock,2026,1,27500.00,33,40,82.5,45000.00,7,10,70.0,45000.00,0.00,0,2,3,95000.00,0,105,126,83.3,70000.00,high,0
540677,1766980,2095,626,2,Colt,NZBNWG25-61,Sweynesse,New Zealand Bloodstock,2026,1,27500.00,33,44,75.0,60000.00,1,4,25.0,5000.00,-55000.00,0,1,1,500000.00,0,46,58,79.3,97500.00,high,0
540678,1781919,2095,627,2,Colt,NZBKB226-627,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,1,1,60000.00,0,65,78,83.3,50000.00,high,0
540679,1781920,2095,628,2,Colt,NZBKB226-628,Starspangledbanner,New Zealand Bloodstock,2026,1,27500.00,2,2,100.0,180000.00,0,0,NULL,NULL,NULL,1,0,0,NULL,1,200,230,87.0,45000.00,high,0
540680,1781921,2095,629,2,Colt,NZBKB226-629,Yes Yes Yes,New Zealand Bloodstock,2026,1,27500.00,5,6,83.3,110000.00,1,2,50.0,20000.00,-90000.00,1,1,1,95000.00,0,34,37,91.9,80000.00,mid,0
540681,1781922,2095,630,2,Filly,NZBKB226-630,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,0,0,NULL,1,14,14,100.0,240000.00,mid,0
540682,1781923,2095,631,2,Filly,NZBKB226-631,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,3,3,100000.00,0,0,0,NULL,NULL,new,1
540683,1781924,2095,632,2,Colt,NZBKB226-632,Almanzor,New Zealand Bloodstock,2026,1,27500.00,148,161,91.9,100000.00,4,6,66.7,14250.00,-85750.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540684,1766987,2095,633,2,Colt,NZBNWG25-69,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,0,0,NULL,1,14,15,93.3,30000.00,mid,0
540685,1781925,2095,634,2,Filly,NZBKB226-634,Proisir,New Zealand Bloodstock,2026,1,27500.00,140,155,90.3,127500.00,7,11,63.6,37500.00,-90000.00,0,0,0,NULL,1,105,126,83.3,70000.00,high,0
540686,1767048,2095,635,2,Filly,NZBNWG25-140,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,2,2,80000.00,0,0,0,NULL,NULL,new,1
540687,1781926,2095,636,2,Colt,NZBKB226-636,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,1,1,60000.00,0,46,50,92.0,77500.00,high,0
540688,1781927,2095,637,2,Filly,NZBKB226-637,Ace High,New Zealand Bloodstock,2026,1,27500.00,53,64,82.8,35000.00,12,18,66.7,20000.00,-15000.00,0,1,1,70000.00,0,105,126,83.3,70000.00,high,0
540689,1781928,2095,638,2,Colt,NZBKB226-638,Tarzino,New Zealand Bloodstock,2026,1,27500.00,65,77,84.4,45000.00,29,32,90.6,16000.00,-29000.00,0,0,0,NULL,1,200,230,87.0,45000.00,high,0
540690,1781929,2095,639,2,Colt,NZBKB226-639,Per Incanto,New Zealand Bloodstock,2026,1,27500.00,84,94,89.4,150000.00,1,1,100.0,100000.00,-50000.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540691,1781930,2095,640,2,Colt,NZBKB226-640,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,1,2,70000.00,0,65,78,83.3,50000.00,high,0
540692,1781931,2095,641,2,Colt,NZBKB226-641,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,3,3,45000.00,0,0,0,NULL,NULL,new,1
540693,1781932,2095,642,2,Colt,NZBKB226-642,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,0,0,NULL,1,66,71,93.0,90000.00,high,0
540694,1781933,2095,643,2,Colt,NZBKB226-643,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540695,1781934,2095,644,2,Colt,NZBKB226-644,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540696,1766993,2095,645,2,Filly,NZBNWG25-75,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,0,0,NULL,1,49,58,84.5,55000.00,high,0
540697,1781935,2095,646,2,Filly,NZBKB226-646,Per Incanto,New Zealand Bloodstock,2026,1,27500.00,84,94,89.4,150000.00,1,1,100.0,100000.00,-50000.00,0,3,3,40000.00,0,105,126,83.3,70000.00,high,0
540698,1781936,2095,647,2,Colt,NZBKB226-647,Proisir,New Zealand Bloodstock,2026,1,27500.00,140,155,90.3,127500.00,7,11,63.6,37500.00,-90000.00,0,4,4,122500.00,0,0,0,NULL,NULL,new,1
540699,1781937,2095,648,2,Filly,NZBKB226-648,Proisir,New Zealand Bloodstock,2026,1,27500.00,140,155,90.3,127500.00,7,11,63.6,37500.00,-90000.00,0,0,0,NULL,1,105,126,83.3,70000.00,high,0
540700,1782119,2095,649,2,Filly,NZBKB226-649,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,0,0,NULL,1,33,38,86.8,37500.00,mid,0
540701,1782123,2095,650,2,Filly,NZBKB226-650,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,0,NULL,1,33,34,97.1,80000.00,mid,0
540702,1781938,2095,651,2,Filly,NZBKB226-651,Noverre,New Zealand Bloodstock,2026,1,27500.00,31,35,88.6,50000.00,15,18,83.3,32500.00,-17500.00,0,1,1,35000.00,0,0,0,NULL,NULL,new,1
540703,1781939,2095,652,2,Colt,NZBKB226-652,Contributer,New Zealand Bloodstock,2026,1,27500.00,65,74,87.8,75000.00,3,3,100.0,42500.00,-32500.00,0,0,0,NULL,1,33,34,97.1,80000.00,mid,0
540704,1781940,2095,653,2,Colt,NZBKB226-653,Sweynesse,New Zealand Bloodstock,2026,1,27500.00,33,44,75.0,60000.00,1,4,25.0,5000.00,-55000.00,0,0,0,NULL,1,46,58,79.3,97500.00,high,0
540705,1781941,2095,654,2,Filly,NZBKB226-654,Hello Youmzain,New Zealand Bloodstock,2026,1,27500.00,94,107,87.9,87500.00,12,14,85.7,15000.00,-72500.00,0,0,0,NULL,1,66,71,93.0,90000.00,high,0
540706,1781942,2095,655,2,Colt,NZBKB226-655,Banquo,New Zealand Bloodstock,2026,1,27500.00,6,7,85.7,35000.00,0,1,0.0,NULL,NULL,1,2,3,100000.00,0,0,0,NULL,NULL,new,1
540707,1766995,2095,656,2,Colt,NZBNWG25-77,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,1,1,5000.00,0,52,62,83.9,115000.00,high,0
540708,1781943,2095,657,2,Filly,NZBKB226-657,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,0,0,NULL,1,66,71,93.0,90000.00,high,0
540709,1751865,2095,658,2,Colt,INGS25-261,I Am Immortal,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,0,NULL,1,0,0,NULL,NULL,new,1
540710,1781944,2095,659,2,Filly,NZBKB226-659,Sweynesse,New Zealand Bloodstock,2026,1,27500.00,33,44,75.0,60000.00,1,4,25.0,5000.00,-55000.00,0,0,0,NULL,1,46,58,79.3,97500.00,high,0
540711,1781945,2095,660,2,Colt,NZBKB226-660,Santos,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,0,NULL,1,33,39,84.6,45000.00,mid,0
540712,1781946,2095,661,2,Colt,NZBKB226-661,Pierata,New Zealand Bloodstock,2026,1,27500.00,5,6,83.3,80000.00,1,1,100.0,500.00,-79500.00,1,0,0,NULL,1,0,0,NULL,NULL,new,1
540713,1781947,2095,662,2,Colt,NZBKB226-662,U S Navy Flag,New Zealand Bloodstock,2026,1,27500.00,44,52,84.6,70000.00,5,6,83.3,14000.00,-56000.00,0,0,0,NULL,1,30,36,83.3,80000.00,mid,0
540714,1782127,2095,663,2,Colt,NZBKB226-663,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,0,0,NULL,1,51,53,96.2,27500.00,high,0
540715,1782149,2095,664,2,Filly,NZBKB226-664,Ardrossan,New Zealand Bloodstock,2026,1,27500.00,64,72,88.9,82500.00,12,18,66.7,28750.00,-53750.00,0,0,0,NULL,1,14,14,100.0,240000.00,mid,0
540716,1781948,2095,665,2,Colt,NZBKB226-665,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,2,2,135000.00,0,52,59,88.1,140000.00,high,0
540717,1781949,2095,666,2,Colt,NZBKB226-666,Tarzino,New Zealand Bloodstock,2026,1,27500.00,65,77,84.4,45000.00,29,32,90.6,16000.00,-29000.00,0,0,0,NULL,1,200,230,87.0,45000.00,high,0
540718,1781950,2095,667,2,Colt,NZBKB226-667,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,3,3,75000.00,0,65,78,83.3,50000.00,high,0
540719,1781951,2095,668,2,Filly,NZBKB226-668,Embellish,New Zealand Bloodstock,2026,1,27500.00,44,52,84.6,21000.00,8,12,66.7,11000.00,-10000.00,0,0,0,NULL,1,14,14,100.0,240000.00,mid,0
540720,1781952,2095,669,2,Filly,NZBKB226-669,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,0,NULL,1,0,0,NULL,NULL,new,1
540721,1781953,2095,670,2,Colt,NZBKB226-670,No Nay Never,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,0,NULL,1,52,62,83.9,115000.00,high,0
540722,1781954,2095,671,2,Filly,NZBKB226-671,Profondo,New Zealand Bloodstock,2026,1,27500.00,0,0,NULL,NULL,0,0,NULL,NULL,NULL,1,0,0,NULL,1,0,0,NULL,NULL,new,1
540723,1781955,2095,672,2,Colt,NZBKB226-672,Shamexpress,New Zealand Bloodstock,2026,1,27500.00,12,12,100.0,85000.00,4,4,100.0,110000.00,25000.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540724,1781956,2095,673,2,Colt,NZBKB226-673,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,1,2,100000.00,0,68,78,87.2,27500.00,high,0
540725,1781957,2095,674,2,Filly,NZBKB226-674,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,1,1,72500.00,0,0,0,NULL,NULL,new,1
540726,1781958,2095,675,2,Colt,NZBKB226-675,Super Seth,New Zealand Bloodstock,2026,1,27500.00,109,116,94.0,100000.00,2,2,100.0,15625.00,-84375.00,0,0,0,NULL,1,147,159,92.5,60000.00,high,0
540727,1781959,2095,676,2,Filly,NZBKB226-676,Satono Aladdin,New Zealand Bloodstock,2026,1,27500.00,65,82,79.3,100000.00,14,20,70.0,50000.00,-50000.00,0,1,2,15000.00,0,105,126,83.3,70000.00,high,0
540728,1781960,2095,677,2,Colt,NZBKB226-677,Hello Youmzain,New Zealand Bloodstock,2026,1,27500.00,94,107,87.9,87500.00,12,14,85.7,15000.00,-72500.00,0,2,2,115000.00,0,16,16,100.0,150000.00,mid,0
540729,1781961,2095,678,2,Colt,NZBKB226-678,Super Seth,New Zealand Bloodstock,2026,1,27500.00,109,116,94.0,100000.00,2,2,100.0,15625.00,-84375.00,0,0,0,NULL,1,0,0,NULL,NULL,new,1
540730,1781962,2095,679,2,Filly,NZBKB226-679,Divine Prophet,New Zealand Bloodstock,2026,1,27500.00,1,1,100.0,3000.00,0,0,NULL,NULL,NULL,1,1,1,60000.00,0,33,39,84.6,45000.00,mid,0
540731,1781963,2095,680,2,Colt,NZBKB226-680,Sword Of State,New Zealand Bloodstock,2026,1,27500.00,33,38,86.8,100000.00,13,16,81.3,35000.00,-65000.00,0,2,2,125000.00,0,0,0,NULL,NULL,new,1
540732,1781964,2095,681,2,Colt,NZBKB226-681,Ace High,New Zealand Bloodstock,2026,1,27500.00,53,64,82.8,35000.00,12,18,66.7,20000.00,-15000.00,0,3,3,60000.00,0,34,37,91.9,80000.00,mid,0
540733,1781965,2095,682,2,Colt,NZBKB226-682,Derryn,New Zealand Bloodstock,2026,1,27500.00,28,34,82.4,31250.00,8,12,66.7,25000.00,-6250.00,0,1,1,36000.00,0,41,44,93.2,30000.00,mid,0
