lot_id,horseId,salesId,lot_number,book_number,sex,horse_name,sire_name,session_median_price,mv_expected_index,mv_low_index,mv_high_index,mv_expected_price,mv_low_price,mv_high_price,mv_confidence_tier,mv_model_version,mv_generated_at
540619,1781870,2095,568,2,Colt,NZBKB226-568,Proisir,27500.0,1.3892497909477164,0.7844960785187095,2.4375836384119682,38200.0,21600.0,67000.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540620,1766956,2095,569,2,Colt,NZBNWG25-34,Ardrossan,27500.0,0.8095542312822636,0.5772457735522867,1.4985566803729906,22300.0,15900.0,41200.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540621,1781871,2095,570,2,Filly,NZBKB226-570,Ace High,27500.0,0.7981828162283625,0.46076518199717725,1.597770374448847,22000.0,12700.0,43900.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540622,1781872,2095,571,2,Colt,NZBKB226-571,Satono Aladdin,27500.0,0.8418821763450326,0.5543108585604936,2.035057288651813,23200.0,15200.0,56000.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540623,1781873,2095,572,2,Colt,NZBKB226-572,Ardrossan,27500.0,0.8070003954550745,0.5424533542312016,1.4481724168811678,22200.0,14900.0,39800.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540624,1781874,2095,573,2,Filly,NZBKB226-573,Profondo,27500.0,1.2909730072569525,0.948408588235861,2.6454363348778287,35500.0,26100.0,72700.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540625,1781875,2095,574,2,Colt,NZBKB226-574,Tassort,27500.0,0.6093102929192029,0.2585409018592647,1.6645706171822579,16800.0,7100.0,45800.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540626,1781876,2095,575,2,Colt,NZBKB226-575,Hello Youmzain,27500.0,0.7899157310565165,0.44971954961400495,1.8587184683161708,21700.0,12400.0,51100.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540627,1752499,2095,576,2,Colt,INAUW25-17,Best Of Bordeaux,27500.0,0.34630860289871174,0.12362204296034876,0.98968858214098,9500.0,3400.0,27200.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540628,1782110,2095,577,2,Colt,NZBKB226-577,Armory,27500.0,0.8830036051896417,0.28507724493004355,1.544523833230782,24300.0,7800.0,42500.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540629,1781877,2095,578,2,Colt,NZBKB226-578,Ocean Park,27500.0,0.6250435232275571,0.3980238583340106,1.617030927085009,17200.0,10900.0,44500.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540630,1781878,2095,579,2,Colt,NZBKB226-579,Ancient Spirit,27500.0,0.3578677546059474,0.22441370244404538,0.7696157541420335,9800.0,6200.0,21200.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540631,1781879,2095,580,2,Colt,NZBKB226-580,Acrobat,27500.0,0.5938424018290551,0.3359331717087608,1.2596071771856145,16300.0,9200.0,34600.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540632,1781880,2095,581,2,Colt,NZBKB226-581,Profondo,27500.0,0.4190346044995392,0.1630510851346435,1.0241946933013164,11500.0,4500.0,28200.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540633,1781881,2095,582,2,Filly,NZBKB226-582,Profondo,27500.0,0.9356508423717924,0.4817934214534758,2.0398560926140625,25700.0,13200.0,56100.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540634,1781882,2095,583,2,Filly,NZBKB226-583,Satono Aladdin,27500.0,0.9580320222747726,0.4838469409042933,2.392303380473454,26300.0,13300.0,65800.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540635,1781883,2095,584,2,Colt,NZBKB226-584,Pride Of Dubai,27500.0,0.7713948899078196,0.3975752396772957,2.1992310795138095,21200.0,10900.0,60500.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540636,1781884,2095,585,2,Colt,NZBKB226-585,Sword Of State,27500.0,0.7236254011249535,0.45556324960661715,1.5563313938959498,19900.0,12500.0,42800.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540637,1782113,2095,586,2,Colt,NZBKB226-586,Noverre,27500.0,1.1205133846275925,0.40650972356914516,1.5693911978066497,30800.0,11200.0,43200.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540638,1781885,2095,587,2,Colt,NZBKB226-587,Sword Of State,27500.0,0.8454606444827508,0.48990307982153736,1.5230557124536184,23300.0,13500.0,41900.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540639,1781886,2095,588,2,Colt,NZBKB226-588,Satono Aladdin,27500.0,0.9596765478150776,0.4710975052912125,1.6184480671504697,26400.0,13000.0,44500.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540640,1782116,2095,589,2,Filly,NZBKB226-589,Armory,27500.0,0.9006930294511204,0.5278039674683479,1.8821681314819994,24800.0,14500.0,51800.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540641,1781887,2095,590,2,Colt,NZBKB226-590,King's Legacy,27500.0,1.13794609270652,0.5938290414540701,1.523830943502786,31300.0,16300.0,41900.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540642,1781888,2095,591,2,Filly,NZBKB226-591,Contributer,27500.0,1.2380341506121357,0.5257456083033752,1.7649717172473511,34000.0,14500.0,48500.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540643,1751793,2095,592,2,Colt,INGS25-186,Trapeze Artist,27500.0,0.8304601723055364,0.4245704004825859,1.6887423675381372,22800.0,11700.0,46400.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540644,1781889,2095,593,2,Filly,NZBKB226-593,Noverre,27500.0,1.987221328201105,0.8085368089248622,2.259981965491477,54600.0,22200.0,62100.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540645,1781890,2095,594,2,Filly,NZBKB226-594,Ardrossan,27500.0,1.0685086676739355,0.5525950653212583,2.0423923988776926,29400.0,15200.0,56200.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540646,1781891,2095,595,2,Colt,NZBKB226-595,Ace High,27500.0,0.6987046410491845,0.40283168247828577,1.42761439295427,19200.0,11100.0,39300.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540647,1781892,2095,596,2,Filly,NZBKB226-596,Dundeel,27500.0,1.895561160478453,0.8172461227413635,3.7412836101611657,52100.0,22500.0,102900.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540648,1752535,2095,597,2,Colt,INAUW25-58,Brutal,27500.0,0.4713712679198623,0.24613602074508234,0.6698480534932576,13000.0,6800.0,18400.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540649,1782117,2095,598,2,Colt,NZBKB226-598,Armory,27500.0,0.757703892354886,0.24627104403271438,1.3764252944342676,20800.0,6800.0,37900.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540650,1781893,2095,599,2,Colt,NZBKB226-599,Divine Prophet,27500.0,0.40121229577635364,0.2953433217001717,0.9920316150515182,11000.0,8100.0,27300.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540651,1781894,2095,600,2,Colt,NZBKB226-600,North Pacific,27500.0,0.5207384875542113,0.3139834409195168,1.1232685237777846,14300.0,8600.0,30900.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540652,1781895,2095,601,2,Filly,NZBKB226-601,Embellish,27500.0,0.4352355543399672,0.24791174220377343,0.8238315623659702,12000.0,6800.0,22700.0,low,v2.0,2025-12-15 10:15:01.080795+00:00
540653,1781896,2095,602,2,Colt,NZBKB226-602,Contributer,27500.0,0.9084290980962829,0.4940109125424199,1.2181378701440864,25000.0,13600.0,33500.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540654,1781897,2095,603,2,Filly,NZBKB226-603,Tarzino,27500.0,0.6899667614332906,0.38977986841720547,1.2775217788088615,19000.0,10700.0,35100.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540655,1781898,2095,604,2,Colt,NZBKB226-604,Ardrossan,27500.0,1.1455989246583893,0.5768178250379005,1.3977879122426766,31500.0,15900.0,38400.0,high,v2.0,2025-12-15 10:15:01.080795+00:00
540656,1781899,2095,605,2,Filly,NZBKB226-605,Sword Of State,27500.0,1.5443488198275144,0.7458954500782397,2.8483906309646994,42500.0,20500.0,78300.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540657,1781900,2095,606,2,Filly,NZBKB226-606,Star Turn,27500.0,1.299659593073403,0.7033362887771577,2.5285408892633052,35700.0,19300.0,69500.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540658,1781901,2095,607,2,Filly,NZBKB226-607,Sword Of State,27500.0,1.495443521429565,0.7666535009754065,2.7764173279150635,41100.0,21100.0,76400.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540659,1752550,2095,608,2,Filly,INAUW25-74,Pierro,27500.0,1.7676399649163763,0.6429671803579464,3.72393559251959,48600.0,17700.0,102400.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
540660,1751810,2095,609,2,Colt,INGS25-203,King's Legacy,27500.0,0.8106769063501673,0.5488904787244657,1.3189525278487004,22300.0,15100.0,36300.0,medium,v2.0,2025-12-15 10:15:01.080795+00:00
