lot_id,horseId,salesId,lot_number,book_number,sex,horse_name,sire_name,session_median_price,mv_expected_index,mv_low_index,mv_high_index,mv_expected_price,mv_low_price,mv_high_price,mv_raw_price,mv_confidence_tier,mv_model_version,mv_generated_at
507694,1722836,2005,287,0,Filly,Incys26-287,Brave Smash,70000.0,1.9909242883370026,0.956555580102005,2.919547839112419,139400.0,67000.0,204400.0,139400.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507695,1722837,2005,288,0,Colt,Incys26-288,Dundeel,70000.0,1.3727921297477061,0.919308529963851,2.3716684719846977,96100.0,64400.0,166000.0,96100.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507696,1723329,2005,289,0,Colt,Incys26-289,Home Affairs,70000.0,2.2188206094851264,1.4702488284653095,3.8739576080880567,155300.0,102900.0,271200.0,155300.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507697,1723330,2005,290,0,Filly,Incys26-290,Daumier,70000.0,0.9023138211283376,0.5922639373641283,1.3356183224094593,63200.0,41500.0,93500.0,63200.0,high,v2.1,2026-01-20 05:40:50.743936+00:00
507698,1722838,2005,291,0,Colt,Incys26-291,Hitotsu,70000.0,1.0440926335427592,0.5777519987330594,2.3643147098861497,73100.0,40400.0,165500.0,73100.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507699,1722839,2005,292,0,Colt,Incys26-292,Ole Kirk,70000.0,1.235690385634739,0.948388940209253,2.1582666751213564,86500.0,66400.0,151100.0,86500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507700,1722840,2005,293,0,Colt,Incys26-293,Spirit Of Boom,70000.0,1.0117928886984622,0.5194601245952438,2.041920993240926,70800.0,36400.0,142900.0,70800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507701,1722841,2005,294,0,Colt,Incys26-294,Hellbent,70000.0,1.3301633541496136,0.7804390967000824,2.2591772144419053,93100.0,54600.0,158100.0,93100.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507702,1722842,2005,295,0,Colt,Incys26-295,Portland Sky,70000.0,1.3051927541119301,0.6194360424077604,1.7559721834572097,91400.0,43400.0,122900.0,91400.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507703,1722843,2005,296,0,Colt,Incys26-296,Spirit Of Boom,70000.0,1.0296044575919634,0.6099434905771937,1.6401045334678483,72100.0,42700.0,114800.0,72100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507704,1722844,2005,297,0,Colt,Incys26-297,Toronado,70000.0,2.307475462731614,1.1426910364973153,3.285484053882793,161500.0,80000.0,230000.0,161500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507705,1752516,2005,298,0,Colt,INAUW25-36,Stay Inside,70000.0,1.5638891333766247,1.1062209861766654,2.886219203803914,109500.0,77400.0,202000.0,109500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507706,1722846,2005,299,0,Filly,Incys26-299,All Too Hard,70000.0,1.267891721427977,0.6807207036588379,2.169163094867249,88800.0,47700.0,151800.0,88800.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507707,1722847,2005,300,0,Colt,Incys26-300,Pinatubo,70000.0,1.1751652215834305,0.8946458996332932,2.3132608519400364,82300.0,62600.0,161900.0,82300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507708,1722848,2005,301,0,Filly,Incys26-301,Jacquinot,70000.0,1.6415214859089051,0.7680372479983993,2.935507327815325,114900.0,53800.0,205500.0,114900.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507709,1722849,2005,302,0,Colt,Incys26-302,Justify,70000.0,2.0983672228673558,1.6155826847269381,3.441576206672092,146900.0,113100.0,240900.0,146900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507710,1722850,2005,303,0,Filly,Incys26-303,Brave Smash,70000.0,1.280872459389724,0.6238583527503585,2.2529314571862513,89700.0,43700.0,157700.0,89700.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507711,1752078,2005,304,0,Colt,MMGCNW25-148,Nicconi,70000.0,0.5867937886590932,0.3677475569797591,1.2303422119319256,41100.0,25700.0,86100.0,41100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507712,1722852,2005,305,0,Colt,Incys26-305,Hitotsu,70000.0,1.3500630053534852,0.6004248526442594,2.6350858412417977,94500.0,42000.0,184500.0,94500.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507713,1722853,2005,306,0,Filly,Incys26-306,Brave Smash,70000.0,1.0901089628106018,0.6792838065820687,1.8478815806113982,76300.0,47500.0,129400.0,76300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507714,1723331,2005,307,0,Colt,Incys26-307,Cosmic Force,70000.0,0.5652788777639184,0.3447416895541421,1.3837551924061235,39600.0,24100.0,96900.0,39600.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507715,1722854,2005,308,0,Filly,Incys26-308,Farnan,70000.0,0.7775332075131678,0.5336221034062395,1.8560624510729227,54400.0,37400.0,129900.0,54400.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507716,1752523,2005,309,0,Colt,INAUW25-44,Stay Inside,70000.0,1.228789223770831,0.9581338739980241,2.1578837353886335,86000.0,67100.0,151100.0,86000.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507717,1722856,2005,310,0,Filly,Incys26-310,Hellbent,70000.0,1.36025973075428,0.8223397588321308,2.181434615703199,95200.0,57600.0,152700.0,95200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507718,1722857,2005,311,0,Filly,Incys26-311,Hitotsu,70000.0,1.3278267950789455,0.681572050096487,2.696449560623629,92900.0,47700.0,188800.0,92900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507719,1722858,2005,312,0,Colt,Incys26-312,Maurice,70000.0,1.4968396499001477,0.8118218076740922,2.829456495540929,104800.0,56800.0,198100.0,104800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507720,1722859,2005,313,0,Filly,Incys26-313,Shamus Award,70000.0,0.776153880345573,0.4122598297307604,1.3850214460764485,54300.0,28900.0,97000.0,54300.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507721,1722860,2005,314,0,Colt,Incys26-314,Staphanos,70000.0,1.0604768539563025,0.7853658586233049,2.4594108775906736,74200.0,55000.0,172200.0,74200.0,high,v2.1,2026-01-20 05:40:50.743936+00:00
507722,1722861,2005,315,0,Filly,Incys26-315,Maurice,70000.0,1.1688778485979958,0.7776440431004956,2.2836557134092,81800.0,54400.0,159900.0,81800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507723,1722862,2005,316,0,Colt,Incys26-316,Written By,70000.0,0.6590968873109032,0.38089928259617545,1.6989617431274016,46100.0,26700.0,118900.0,46100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507724,1722863,2005,317,0,Colt,Incys26-317,Portland Sky,70000.0,1.1123549846664924,0.6066824327865502,1.8875502453598254,77900.0,42500.0,132100.0,77900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507725,1752534,2005,318,0,Filly,INAUW25-56,Lucky Vega,70000.0,1.5374861101420454,0.9592602941422129,2.298027902579511,107600.0,67100.0,160900.0,107600.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507726,1722865,2005,319,0,Colt,Incys26-319,Rebel Dane,70000.0,0.7068016422471705,0.38971020449767135,1.5994938200723126,49500.0,27300.0,112000.0,49500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507727,1723332,2005,320,0,Filly,Incys26-320,King's Legacy,70000.0,0.6334169053225356,0.37566129597787506,1.2844830912140084,44300.0,26300.0,89900.0,44300.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507728,1722866,2005,321,0,Filly,Incys26-321,State Of Rest,70000.0,0.9713440955362476,0.5257529933424323,1.6227904168414178,68000.0,36800.0,113600.0,68000.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507729,1752538,2005,322,0,Colt,INAUW25-61,Home Affairs,70000.0,2.417090477491207,1.6501719551348952,3.8074249980242216,169200.0,115500.0,266500.0,169200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507730,1722867,2005,323,0,Colt,Incys26-323,In The Congo,70000.0,1.1168837819514243,0.7681023698810722,1.9098661076494536,78200.0,53800.0,133700.0,78200.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507731,1752541,2005,324,0,Colt,INAUW25-64,Brutal,70000.0,0.5385769948568733,0.19210222520820172,0.9401495352476439,37700.0,13400.0,65800.0,37700.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507732,1722869,2005,325,0,Filly,Incys26-325,Dundeel,70000.0,1.5156620260976759,0.8708294144040453,2.3071469416301924,106100.0,61000.0,161500.0,106100.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507733,1722870,2005,326,0,Colt,Incys26-326,Dundeel,70000.0,1.822296564676472,1.1855541599534765,2.843181039914289,127600.0,83000.0,199000.0,127600.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507734,1718201,2005,327,0,Filly,Mmgcys26-718,Hellbent,70000.0,1.64021888787103,0.7870284164476133,2.5423917193455168,114800.0,55100.0,178000.0,114800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507735,1722871,2005,328,0,Colt,Incys26-328,State Of Rest,70000.0,0.5379771001528177,0.4098206048578832,0.904366649743395,37700.0,28700.0,63300.0,37700.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507736,1722872,2005,329,0,Colt,Incys26-329,Capitalist,70000.0,0.9567743709344276,0.5383968146033119,1.4633728040042402,67000.0,37700.0,102400.0,67000.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507737,1722873,2005,330,0,Colt,Incys26-330,Captivant,70000.0,0.416638826608372,0.2944720754334248,0.9014673310865774,29200.0,20600.0,63100.0,29200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507738,1752543,2005,331,0,Colt,INAUW25-67,Bivouac,70000.0,0.8863739135974257,0.4309142621072269,1.799526483150403,62000.0,30200.0,126000.0,62000.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507739,1751807,2005,332,0,Colt,INGS25-200,Alabama Express,70000.0,1.047280833775598,0.7110783065551602,2.213556114146842,73300.0,49800.0,154900.0,73300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507740,1723335,2005,333,0,Colt,Incys26-333,Home Affairs,70000.0,2.0788287490079287,1.7001150408308705,3.756966507416743,145500.0,119000.0,263000.0,145500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507741,1722875,2005,334,0,Colt,Incys26-334,Maurice,70000.0,1.0039907588168726,0.6518698825474197,1.7473500861265772,70300.0,45600.0,122300.0,70300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507742,1723336,2005,335,0,Colt,Incys26-335,Wild Ruler,70000.0,0.5712761152239264,0.36153408962825817,1.4396313571671413,40000.0,25300.0,100800.0,40000.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507743,1722876,2005,336,0,Filly,Incys26-336,Hitotsu,70000.0,1.3693150991955174,0.5929594153648621,2.6330617368289433,95900.0,41500.0,184300.0,95900.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507744,1722877,2005,337,0,Colt,Incys26-337,Pierro,70000.0,0.9785975340725871,0.6953680657179836,1.7723212533145893,68500.0,48700.0,124100.0,68500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507745,1723337,2005,338,0,Filly,Incys26-338,King's Legacy,70000.0,0.7159620718251506,0.48773535381771155,1.4394499457888412,50100.0,34100.0,100800.0,50100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507746,1752547,2005,339,0,Colt,INAUW25-71,Exceedance,70000.0,0.7310033908349153,0.42253839937126625,1.501179007259924,51200.0,29600.0,105100.0,51200.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507747,1723471,2005,340,0,Colt,Incys26-340,The Autumn Sun,70000.0,1.2269221678331883,0.8155345491351099,2.360049019762931,85900.0,57100.0,165200.0,85900.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507748,1723339,2005,341,0,Filly,Incys26-341,Home Affairs,70000.0,1.7442662529229855,1.3481101108705063,3.2454145600060227,122100.0,94400.0,227200.0,122100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507749,1722878,2005,342,0,Colt,Incys26-342,Best Of Bordeaux,70000.0,0.6404261641083514,0.47538584381375354,1.559892976570718,44800.0,33300.0,109200.0,44800.0,high,v2.1,2026-01-20 05:40:50.743936+00:00
507750,1752549,2005,343,0,Filly,INAUW25-73,Home Affairs,70000.0,1.3771847900507257,1.0576786722272786,2.9775710414647163,96400.0,74000.0,208400.0,96400.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507751,1723341,2005,344,0,Filly,Incys26-344,Exceedance,70000.0,0.8529051143087053,0.3555384350295043,1.6906004341772722,59700.0,24900.0,118300.0,59700.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507752,1722879,2005,345,0,Colt,Incys26-345,Pierata,70000.0,0.44430788574092706,0.18847039741765867,1.0728842765134634,31100.0,13200.0,75100.0,31100.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507753,1722880,2005,346,0,Filly,Incys26-346,The Autumn Sun,70000.0,1.3838428453500282,0.7943498967295709,2.031211739501172,96900.0,55600.0,142200.0,96900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507754,1722881,2005,347,0,Colt,Incys26-347,Alabama Express,70000.0,1.2451665558499936,0.8595468500590162,2.125511158416781,87200.0,60200.0,148800.0,87200.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507755,1722882,2005,348,0,Colt,Incys26-348,Stay Inside,70000.0,1.1707041549179869,0.6398203364392846,2.237905203307443,81900.0,44800.0,156700.0,81900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507756,1722883,2005,349,0,Filly,Incys26-349,All Too Hard,70000.0,0.8909077015827457,0.6050320854489961,1.7530516008369341,62400.0,42400.0,122700.0,62400.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507757,1722884,2005,350,0,Filly,Incys26-350,Pinatubo,70000.0,2.194774952167503,1.2930310966336953,3.2486338712825713,153600.0,90500.0,227400.0,153600.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507758,1722885,2005,351,0,Filly,Incys26-351,Written Tycoon,70000.0,3.5425061838128653,1.5276945173661245,5.621173283419381,248000.0,106900.0,393500.0,248000.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507759,1722886,2005,352,0,Colt,Incys26-352,Maurice,70000.0,1.2758185061612224,0.8320717729736161,2.519305716829237,89300.0,58200.0,176400.0,89300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507760,1722887,2005,353,0,Colt,Incys26-353,Best Of Bordeaux,70000.0,0.5503934891924877,0.38885841635422014,1.029242386811849,38500.0,27200.0,72000.0,38500.0,high,v2.1,2026-01-20 05:40:50.743936+00:00
507761,1751814,2005,354,0,Colt,INGS25-207,Daumier,70000.0,0.8167089345021272,0.4910665397749603,1.3307140304913374,57200.0,34400.0,93100.0,57200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507762,1722888,2005,355,0,Filly,Incys26-355,Hellbent,70000.0,1.1440574377811465,0.6932551740249645,2.15102767663741,80100.0,48500.0,150600.0,80100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507763,1722889,2005,356,0,Filly,Incys26-356,Farnan,70000.0,0.7788222707351004,0.562280526555552,1.8499113833228278,54500.0,39400.0,129500.0,54500.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507764,1723343,2005,357,0,Filly,Incys26-357,Cosmic Force,70000.0,1.0649426191664566,0.7693883201627011,1.2818752681705352,74500.0,53900.0,89700.0,74500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507765,1752555,2005,358,0,Filly,INAUW25-84,Capitalist,70000.0,0.8041868815324568,0.5242697768878957,1.4834018964919156,56300.0,36700.0,103800.0,56300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507766,1751815,2005,359,0,Colt,INGS25-208,Street Boss,70000.0,1.1790029473421897,1.0194725533882922,2.4396091887325264,82500.0,71400.0,170800.0,82500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507767,1722892,2005,360,0,Filly,Incys26-360,Pierata,70000.0,0.9934039209131689,0.48056680021729287,1.6889333153121997,69500.0,33600.0,118200.0,69500.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507768,1722893,2005,361,0,Colt,Incys26-361,Castelvecchio,70000.0,0.8501755445067142,0.5550451581900682,2.0059512695006743,59500.0,38900.0,140400.0,59500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507769,1722894,2005,362,0,Colt,Incys26-362,Cool Aza Beel,70000.0,0.7297530479930605,0.4550663899244228,0.82451436622679,51100.0,31900.0,57700.0,51100.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507770,1722895,2005,363,0,Filly,Incys26-363,Ole Kirk,70000.0,1.1084868621829256,0.749434142191436,1.9534753740396738,77600.0,52500.0,136700.0,77600.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507771,1722896,2005,364,0,Filly,Incys26-364,In The Congo,70000.0,1.3666772898013393,1.06101179847224,2.226243990901681,95700.0,74300.0,155800.0,95700.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507772,1722897,2005,365,0,Colt,Incys26-365,Snitzel,70000.0,2.2646030384130307,1.4821107666187487,4.598278957648483,158500.0,103700.0,321900.0,158500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507773,1723344,2005,366,0,Colt,Incys26-366,Artorius,70000.0,0.8826999179172859,0.4592571183388103,1.7547938467604556,61800.0,32100.0,122800.0,61800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507774,1752560,2005,367,0,Colt,INAUW25-90,I Am Invincible,70000.0,1.8972768954780392,1.114267767963111,3.7467860431837408,132800.0,78000.0,262300.0,132800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507775,1722899,2005,368,0,Colt,Incys26-368,Brave Smash,70000.0,1.09996508876717,0.7696439103095177,1.9460570803915083,77000.0,53900.0,136200.0,77000.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507776,1722900,2005,369,0,Colt,Incys26-369,Portland Sky,70000.0,0.5684320056627647,0.2460802105000078,1.2198087180639778,39800.0,17200.0,85400.0,39800.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507777,1722901,2005,370,0,Colt,Incys26-370,Alabama Express,70000.0,1.1555122240066305,0.7869579671356034,1.8679586394038479,80900.0,55100.0,130800.0,80900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507778,1752110,2005,371,0,Filly,MMGCNW25-190,Hitotsu,70000.0,1.1440017552175248,0.7250279253196185,2.323158374933691,80100.0,50800.0,162600.0,80100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507779,1722903,2005,372,0,Filly,Incys26-372,Sword Of State,70000.0,1.1184234742774422,0.48185355748627345,1.9863807368921431,78300.0,33700.0,139000.0,78300.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507780,1722904,2005,373,0,Colt,Incys26-373,Russian Revolution,70000.0,0.4362802394023625,0.3568031357163335,1.1862107507156936,30500.0,25000.0,83000.0,30500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507781,1722905,2005,374,0,Filly,Incys26-374,Russian Revolution,70000.0,0.5364247139620006,0.2485977165326632,1.2335847179499853,37500.0,17400.0,86400.0,37500.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507782,1722906,2005,375,0,Colt,Incys26-375,Starspangledbanner,70000.0,1.1554479890746672,0.9045518488259252,2.5670829872679524,80900.0,63300.0,179700.0,80900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507783,1722907,2005,376,0,Filly,Incys26-376,Wootton Bassett,70000.0,1.7325307565349175,1.079980119608915,2.852972931257078,121300.0,75600.0,199700.0,121300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507784,1751817,2005,377,0,Filly,INGS25-210,Kermadec,70000.0,0.7274851877798609,0.46079230320397374,1.1819240733956047,50900.0,32300.0,82700.0,50900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507785,1722909,2005,378,0,Colt,Incys26-378,Stay Inside,70000.0,0.883373664720256,0.6891132191874176,1.9134199646519812,61800.0,48200.0,133900.0,61800.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507786,1752566,2005,379,0,Colt,INAUW25-96,The Autumn Sun,70000.0,1.2853119347297906,0.912289992949196,2.253903754543272,90000.0,63900.0,157800.0,90000.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507787,1723345,2005,380,0,Colt,Incys26-380,Exceedance,70000.0,0.7801660628405788,0.664787886998921,1.7408573513418466,54600.0,46500.0,121900.0,54600.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507788,1752244,2005,381,0,Filly,MMGCNW25-368,Profiteer,70000.0,0.6972810334757077,0.3365209245276596,1.1226354248679185,48800.0,23600.0,78600.0,48800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507789,1723346,2005,382,0,Filly,Incys26-382,Standout,70000.0,0.9188941042183592,0.4641360055031329,1.6330251904619688,64300.0,32500.0,114300.0,64300.0,high,v2.1,2026-01-20 05:40:50.743936+00:00
507790,1722912,2005,383,0,Filly,Incys26-383,Shamus Award,70000.0,0.776153880345573,0.4122598297307604,1.3850214460764485,54300.0,28900.0,97000.0,54300.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507791,1722913,2005,384,0,Colt,Incys26-384,Tassort,70000.0,0.5753376674488205,0.3500054997092491,1.4708859112587211,40300.0,24500.0,103000.0,40300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507792,1752115,2005,385,0,Colt,MMGCNW25-196,Ole Kirk,70000.0,1.0996272552353377,0.73769602609714,2.2293232401064675,77000.0,51600.0,156100.0,77000.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507793,1722914,2005,386,0,Colt,Incys26-386,Farnan,70000.0,0.6182276423360594,0.5383167270809889,1.464465070675324,43300.0,37700.0,102500.0,43300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507794,1722915,2005,387,0,Filly,Incys26-387,Capitalist,70000.0,0.9090686119015228,0.5079749830414316,2.0343979536008474,63600.0,35600.0,142400.0,63600.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507795,1722916,2005,388,0,Colt,Incys26-388,The Autumn Sun,70000.0,1.4473028093936326,0.9354292762245454,2.3608957404903976,101300.0,65500.0,165300.0,101300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507796,1722917,2005,389,0,Colt,Incys26-389,All Too Hard,70000.0,1.05945748831246,0.5253199885168107,2.27592595370903,74200.0,36800.0,159300.0,74200.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507797,1722918,2005,390,0,Colt,Incys26-390,Too Darn Hot,70000.0,1.9877189457418594,1.6133318170757762,3.1190096228294673,139100.0,112900.0,218300.0,139100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507798,1722919,2005,391,0,Filly,Incys26-391,Farnan,70000.0,0.8264446451384848,0.5286559923659683,1.7301441510756035,57900.0,37000.0,121100.0,57900.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507799,1722920,2005,392,0,Filly,Incys26-392,Hitotsu,70000.0,1.3693150991955174,0.5929594153648621,2.6330617368289433,95900.0,41500.0,184300.0,95900.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507800,1722921,2005,393,0,Filly,Incys26-393,Maurice,70000.0,0.9630441924509263,0.6276024683339553,1.9933756088915435,67400.0,43900.0,139500.0,67400.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507801,1718254,2005,394,0,Colt,Mmgcys26-773,Harry Angel,70000.0,1.001540522760079,0.6495014426290185,2.4456559922257584,70100.0,45500.0,171200.0,70100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507802,1722922,2005,395,0,Colt,Incys26-395,Zoustar,70000.0,2.920044688931028,1.4200727210375257,5.792989906684596,204400.0,99400.0,405500.0,204400.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507803,1722923,2005,396,0,Colt,Incys26-396,Written By,70000.0,0.688675865951672,0.4652486829825308,1.4404428279779193,48200.0,32600.0,100800.0,48200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507804,1723347,2005,397,0,Colt,Incys26-397,Exceedance,70000.0,0.4122537886548518,0.28761227654960336,1.0846168479703746,28900.0,20100.0,75900.0,28900.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507805,1722924,2005,398,0,Colt,Incys26-398,Proisir,70000.0,1.2542966921027645,0.8507060153569357,2.1964099085592266,87800.0,59500.0,153700.0,87800.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507806,1722925,2005,399,0,Filly,Incys26-399,Anamoe,70000.0,2.088080452078119,1.2254347570246875,3.6481341623101637,146200.0,85800.0,255400.0,146200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507807,1722926,2005,400,0,Colt,Incys26-400,Pierata,70000.0,0.347959488212581,0.1680992756854196,0.9720455967263444,24400.0,11800.0,68000.0,24400.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507808,1722927,2005,401,0,Colt,Incys26-401,Farnan,70000.0,0.7307944037067474,0.7180739297690009,1.8106190490996235,51200.0,50300.0,126700.0,51200.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507809,1722928,2005,402,0,Colt,Incys26-402,Jacquinot,70000.0,1.1731613578094007,0.9773389925182421,2.475311036714942,82100.0,68400.0,173300.0,82100.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507810,1722929,2005,403,0,Filly,Incys26-403,Lucky Vega,70000.0,1.5374861101420454,0.9592602941422129,2.298027902579511,107600.0,67100.0,160900.0,107600.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507811,1722930,2005,404,0,Colt,Incys26-404,Capitalist,70000.0,0.911290587079983,0.595093950216275,1.8975361520790008,63800.0,41700.0,132800.0,63800.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507812,1722931,2005,405,0,Filly,Incys26-405,In The Congo,70000.0,1.2902251524706354,0.9893908818430207,1.8733361405345745,90300.0,69300.0,131100.0,90300.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507813,1722932,2005,406,0,Colt,Incys26-406,Flying Artie,70000.0,0.35080966471770814,0.22117765026804212,0.6579407387669123,24600.0,15500.0,46100.0,24600.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507814,1722933,2005,407,0,Filly,Incys26-407,Portland Sky,70000.0,1.1963946805513517,0.47715702012605976,1.7122099800070856,83700.0,33400.0,119900.0,83700.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507815,1722934,2005,408,0,Colt,Incys26-408,Alabama Express,70000.0,0.6928352814929588,0.5582200199633377,1.7880003455054418,48500.0,39100.0,125200.0,48500.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507816,1723348,2005,409,0,Colt,Incys26-409,Artorius,70000.0,0.9954753560704999,0.6519148897282412,1.6603004407402833,69700.0,45600.0,116200.0,69700.0,medium,v2.1,2026-01-20 05:40:50.743936+00:00
507817,1722935,2005,410,0,Filly,Incys26-410,Super Seth,70000.0,1.4431470712242558,0.9247411251287052,2.9977916854189623,101000.0,64700.0,209800.0,101000.0,low,v2.1,2026-01-20 05:40:50.743936+00:00
507818,1752579,2005,411,0,Colt,INAUW25-115,Sejardan,70000.0,0.8825604928306571,0.4088990950435963,1.7518373142620642,61800.0,28600.0,122600.0,61800.0,high,v2.1,2026-01-20 05:40:50.743936+00:00
